fecha,nombre,area,circuito,estructura,lat,long,observaciones,apoyoTipo,apoyoCantidad,configuracion,disposicion,altura,característicasPlaca,avifauna,avifaunaEquipos,crucetaSup,crucetaInf,bayonetaTipo,bayonetaObservaciones,templeteCant,templeteAvifauna,aisladorTipo,aisladorA,aisladorB,aisladorC,dpsA,dpsB,dpsC,seccionador,equiposAdicionales,sptBajante,sptConexion,sptCantidad,sptEstado,"fotoPath,,,,,,",fotoPath_limpio,LATITUD NUEVO,LONGITUD NUEVO,CIRCUITO,Estructura,Nombre Imagen,Termografia,Imagen normal
5/28/2025 13:57,,kitaro,kitaro-akira,P-12A,4.3413863,-72.715766,paso con dps ,P,1.0,Otro,Otro,12.0,,Sí,aisladores y dps,1.0,1,Sencilla,,,,Pin,1.0,1.0,1.0,1.0,1.0,1.0,No,,2.0,,,,"/storage/emulated/0/Download/RegistrosExportados/JPEG_20250528_140135_7255680371417658505.jpg,,,,,,",JPEG_20250528_140135_7255680371417658505.jpg,4.346135227,-72.7126479,KITARO-AKIRAN,,,,
5/29/2025 9:12,,kitaro,kitaro-ponyo,P-12B,4.341448,-72.7165725,,P,1.0,Otro,Otro,12.0,510.0,Sí,aisladores,1.0,,Sencilla,,,,Pin,1.0,1.0,1.0,,,,No,,2.0,,,,"/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_091424_875324357609026273.jpg,,,,,,",JPEG_20250529_091424_875324357609026273.jpg,4.342269551,-72.721177,PONYO-KITARO,P-12B,Kitaro - Ponyo,image81.png,image82.png
5/28/2025 17:04,,bacano,bacano-r4,P-13,4.3582139,-72.7586694,"Estructura en retención con cadena de aisladores de 7 discos en fase de la mitad, las 3 fases sobre la misma cruceta y solo 2 fases con dps ",P,1.0,Retención,Triangular,14.0,1050.0,Sí,grapas y dps,1.0,,Doble,,2.0,,Cadenas de aisladores,,,,1.0,0.0,1.0,No,linepost y dps,2.0,,,,"/storage/emulated/0/Download/RegistrosExportados/JPEG_20250528_170823_2128603445612135102.jpg,,,,,",JPEG_20250528_170823_2128603445612135102.jpg,4.35735764,-72.74872557,BACANO-R4,P-13,Bacano - R4,image59.png,image60.png
5/28/2025 14:01,,akira,kitaro-akira,P-13A,4.3413863,-72.715766,retención - derivación ,P,1.0,Retención,Otro,14.0,1050.0,Sí,grapas y puente,1.0,1,Doble,,2.0,2.0,Cadenas de aisladores,,,,,,,No,linepost ,2.0,,,,"/storage/emulated/0/Download/RegistrosExportados/JPEG_20250528_140655_9023775544718087335.jpg,,,,,,",JPEG_20250528_140655_9023775544718087335.jpg,4.346746659,-72.71297444,KITARO-AKIRAN,P-13A,Kitaro - Akira Norte,image15.png,image16.png
5/29/2025 9:14,,kitaro,kitaro-ponyo,P-13B,4.341448,-72.7165725,Estructura de paso con 2 dps en cruceta superior ,P,1.0,Otro,Canadiense,12.0,510.0,Sí,aisladores,1.0,1,Sencilla,,,,Pin,1.0,1.0,1.0,1.0,0.0,1.0,No,2 dps,2.0,,,,"/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_091809_1495094679298722573.jpg,,,,,,",JPEG_20250529_091809_1495094679298722573.jpg,4.342625945,-72.72180397,PONYO-KITARO,P-13B,Kitaro - Ponyo,image83.png,image84.png
5/29/2025 16:37,,r4,bacano-r4,P-14,4.3476984,-72.7335938,Estructura en retención sobre una cruceta ,P,1.0,Retención,Otro,14.0,,Sí,grapas,1.0,,Doble,,2.0,2.0,Cadenas de aisladores,,,,,,,No,linepost ,2.0,,,,"/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_164010_5887150716265386482.jpg,,,,,,",JPEG_20250529_164010_5887150716265386482.jpg,4.357285796,-72.74784527,BACANO-R4,,,,
5/28/2025 14:07,,akira,kitaro-akira,P-14A,4.3413863,-72.715766,retención - derivación ,P,1.0,Retención,Otro,14.0,1050.0,Sí,grapas y puentes,1.0,1,Doble,,,,Cadenas de aisladores,,,,,,,No,linepost ,2.0,,,,"/storage/emulated/0/Download/RegistrosExportados/JPEG_20250528_141421_8441529517748599261.jpg,,,,,,",JPEG_20250528_141421_8441529517748599261.jpg,4.346942147,-72.71361937,KITARO-AKIRAN,P-14A,Kitaro - Akira Norte,image17.png,image18.png
5/29/2025 9:18,,kitaro,kitaro-ponyo,P-14B,4.341448,-72.7165725,Estructura en retención con cadena de aisladores de 7 discos y 1 dps en fase de la mitad ,P,1.0,Retención,Otro,12.0,1050.0,Sí,grapas y dps,1.0,,Doble,,2.0,2.0,Cadenas de aisladores,,,,0.0,1.0,0.0,No,1 dps y 1 linepost ,2.0,,,,"/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_092248_7598198883787140631.jpg,,,,,,",JPEG_20250529_092248_7598198883787140631.jpg,4.342981487,-72.72242932,PONYO-KITARO,P-14B,Kitaro - Ponyo,image85.png,image86.png
5/29/2025 16:36,,r4,bacano-r4,P-15,,,Estructura en retención sobre una ,P,1.0,Retención,Otro,14.0,,Sí,grapas,1.0,,Doble,,1.0,,Cadenas de aisladores,,,,,,,No,Linepost ,2.0,,,,"/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_163727_1619505458405183477.jpg,,,,,,",JPEG_20250529_163727_1619505458405183477.jpg,4.356881994,-72.74730834,BACANO-R4,,,,
5/28/2025 14:21,,akira,kitaro-akira,P-15A,4.3413863,-72.715766,retención triangular sobre una cruceta ,P,1.0,Retención,Otro,14.0,1050.0,Sí,grapas y puente,1.0,,Doble,,,,Cadenas de aisladores,,,,,,,No,,2.0,,,,"/storage/emulated/0/Download/RegistrosExportados/JPEG_20250528_142146_3078445170702810460.jpg,,,,,,",JPEG_20250528_142146_3078445170702810460.jpg,4.347843006,-72.71312406,KITARO-AKIRAN,P-15A,Kitaro - Akira Norte,image19.png,image20.png
5/29/2025 9:23,,kitaro,kitaro-ponyo,P-15B,4.341448,-72.7165725,Estructura de paso ,P,1.0,Otro,Otro,12.0,510.0,Sí,aisladores,1.0,,Sencilla,,,,Pin,1.0,1.0,1.0,,,,No,,2.0,,,,"/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_092508_9165801710102767758.jpg,,,,,,",JPEG_20250529_092508_9165801710102767758.jpg,4.343380684,-72.72303788,PONYO-KITARO,P-15B,Kitaro - Ponyo,image87.png,image88.png
5/29/2025 16:28,,r4,bacano-r4,P-16,,,Estructura en retención en una cruceta con 1 dps en la fase de la mitad ,P,1.0,Retención,Otro,14.0,,Sí,grapas y dps,1.0,,Doble,,1.0,1.0,Cadenas de aisladores,,,,0.0,1.0,0.0,No,linepost ,2.0,,,,"/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_163558_2049692588326045388.jpg,,,,,,",JPEG_20250529_163558_2049692588326045388.jpg,4.35660899,-72.7471244,BACANO-R4,P-16,Bacano - R4,image225.png,image226.png
5/29/2025 9:25,,kitaro,kitaro-ponyo,P-16B,4.341448,-72.7165725,,P,1.0,Otro,Otro,12.0,510.0,Sí,aisladores,1.0,,Sencilla,,,,Aislador,1.0,1.0,1.0,,,,No,,2.0,,,,"/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_092809_2440575202835686927.jpg,,,,,,",JPEG_20250529_092809_2440575202835686927.jpg,4.3437849,-72.7236738,PONYO-KITARO,P-16B,Kitaro - Ponyo,image89.png,image90.png
5/29/2025 16:25,,r4,bacano-r4,P-17,,,Estructura en retención sobre una cruceta con 2 dps,P,1.0,Retención,Otro,14.0,1050.0,Sí,dps,1.0,,Doble,,1.0,1.0,Cadenas de aisladores,,,,1.0,0.0,1.0,No,linepost ,2.0,,,,"/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_162833_4227343777529179202.jpg,,,,,,",JPEG_20250529_162833_4227343777529179202.jpg,4.356315843,-72.74700601,BACANO-R4,P-17,Bacano - R4,image223.png,image224.png
5/29/2025 9:28,,kitaro,kitaro-ponyo,P-17B,4.341448,-72.7165725,Estructura en retención con cadena de aisladores de 7 discos en circuito de la mitad y 2 dps en fases externas ,P,1.0,Retención,Otro,12.0,1050.0,Sí,grapas y dps,1.0,1,Doble,Bayonetas cortas ,3.0,3.0,Cadenas de aisladores,,,,2.0,0.0,2.0,No,linepost y 2 dps,2.0,,,,"/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_093236_4069446730928445085.jpg,,,,,,",JPEG_20250529_093236_4069446730928445085.jpg,4.344153217,-72.7242527,PONYO-KITARO,,,,
5/29/2025 9:33,,kitaro,kitaro-ponyo,P-17B1,4.344016,-72.724239,Estructura de paso con 1 dps,P,12.0,Otro,Otro,12.0,1050.0,Sí,,,,Sencilla,,,,Aislador,1.0,1.0,1.0,0.0,1.0,0.0,No,1 dps,2.0,,,,"/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_093709_4049766190504539419.jpg,,,,,,",JPEG_20250529_093709_4049766190504539419.jpg,4.344016,-72.724239,,,,,
5/29/2025 16:22,,r4,bacano-r4,P-18,,,"Estructura en retención sobre una cruceta, Linepost en la parte superior del poste sin uso evidente ",P,1.0,Retención,Otro,,,Sí,grapas y linepost,1.0,,Doble,,,,Cadenas de aisladores,,,,,,,No,linepost ,2.0,,,,"/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_162512_8275982570962387837.jpg,,,,,",JPEG_20250529_162512_8275982570962387837.jpg,4.355960521,-72.74705397,BACANO-R4,P-18,Bacano - R4,image221.png,image222.png
5/29/2025 9:38,,kitaro,kitaro-ponyo,P-18B,4.344016,-72.724239,Estructura de paso ,P,1.0,Otro,Otro,12.0,510.0,Sí,aisladores,1.0,,Sencilla,,,,Pin,1.0,1.0,1.0,,,,No,,2.0,,,,"/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_094117_6866115209231656029.jpg,,,,,,",JPEG_20250529_094117_6866115209231656029.jpg,4.344538965,-72.72514821,PONYO-KITARO,P-18B,Kitaro - Ponyo,image95.png,image96.png
5/29/2025 16:17,,r4,bacano-r4,P-19,,,Estructura en retención sobre una cruceta ,P,1.0,Retención,Otro,,,Sí,grapas,1.0,,Doble,,2.0,2.0,Cadenas de aisladores,,,,,,,No,Linepost ,2.0,,,,"/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_162236_4550041045624163794.jpg,,,,,,",JPEG_20250529_162236_4550041045624163794.jpg,4.355665598,-72.74712645,BACANO-R4,P-19,Bacano - R4,image219.png,image220.png
5/29/2025 9:41,,kitaro,kitaro-ponyo,P-19B,4.344016,-72.724239,,P,1.0,Otro,Otro,12.0,510.0,Sí,aisladores,1.0,,Sencilla,,,,Pin,1.0,1.0,1.0,,,,No,,2.0,,,,"/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_094416_7562873366769988161.jpg,,,,,,",JPEG_20250529_094416_7562873366769988161.jpg,4.344891904,-72.72596715,PONYO-KITARO,P-19B,Kitaro - Ponyo,image97.png,image98.png
5/29/2025 16:07,,r4,bacano-r4,P-20,4.3476984,-72.7335938,"Estructura en retención con doble configuración, por un costado (bacano) es triangular y por el otro costado (R4) es horizontal sobre una cruceta, se encuentran dos templetes rotos",P,1.0,Retención,Otro,14.0,,No,grapas y puentes,1.0,1,Doble,,1.0,1.0,Cadenas de aisladores,,,,,,,No,linepost ,2.0,,,,"/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_161711_4558120299050103127.jpg,,,,",JPEG_20250529_161711_4558120299050103127.jpg,4.354920479,-72.74748253,BACANO-R4,P-20,Bacano - R4,image217.png,image218.png
5/29/2025 9:45,,kitaro,kitaro-ponyo,P-20B,4.344016,-72.724239,Estructura en retención con cadena de aisladores de 7 discos en fase de la mitad y 1 dps,P,1.0,Retención,Otro,12.0,1050.0,Sí,grapas,1.0,,Doble,,2.0,,Cadenas de aisladores,,,,0.0,1.0,0.0,No,linepost y 1 dps,2.0,,,,"/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_094858_1121545397108757117.jpg,,,,,,",JPEG_20250529_094858_1121545397108757117.jpg,4.345238361,-72.72677128,PONYO-KITARO,P-20B,Kitaro - Ponyo,image99.png,image100.png
5/29/2025 9:50,,kitaro,kitaro-ponyo,P-21B,4.344016,-72.724239,Estructura de paso con cruceta superior con 2 dps,P,1.0,Otro,Otro,12.0,510.0,Sí,aisladores,1.0,1,Sencilla,,,,Pin,1.0,1.0,1.0,1.0,0.0,1.0,No,,2.0,,,,"/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_095413_5060998276320219061.jpg,,,,,,",JPEG_20250529_095413_5060998276320219061.jpg,4.345505357,-72.72739207,PONYO-KITARO,P-21B,Kitaro - Ponyo,image101.png,image102.png
5/29/2025 16:02,,ponyo,ponyo-r4,P-22,4.3476984,-72.7335938,,P,1.0,Retención,Triangular,,1050.0,Sí,grapas y linepost,1.0,,Doble,,3.0,,Cadenas de aisladores,,,,,,,No,Linepost ,2.0,,,,"/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_160534_1102352782827823308.jpg,,,,,,",JPEG_20250529_160534_1102352782827823308.jpg,4.353243597,-72.74748105,R4-PONYO,P-22,Ponyo - R4,image215.png,image216.png
5/29/2025 9:54,,kitaro,kitaro-ponyo,P-22B,4.344016,-72.724239,Estructura de paso con 1 dps en la fase de la mitad (quitar dps que no va en la estructura 20b),P,1.0,Otro,Otro,12.0,510.0,Sí,aisladores y dps,1.0,,Sencilla,,,,Pin,1.0,1.0,1.0,0.0,1.0,0.0,No,1 dps,2.0,,,,"/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_095823_9132705476917176778.jpg,,,,,,",JPEG_20250529_095823_9132705476917176778.jpg,4.345771209,-72.72800966,PONYO-KITARO,P-22B,Kitaro - Ponyo,image103.png,image104.png
5/29/2025 16:00,,ponyo,ponyo-r4,P-23,4.3476984,-72.7335938,,P,1.0,Suspensión,Triangular,,,No,,1.0,1,Sencilla,,,,Cadenas de aisladores,1.0,1.0,1.0,,,,No,,2.0,,,,"/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_160247_5688822466290044155.jpg,,,,,,",JPEG_20250529_160247_5688822466290044155.jpg,4.35240708,-72.74768491,R4-PONYO,P-23,Ponyo - R4,image213.png,image214.png
5/29/2025 9:59,,kitaro,kitaro-ponyo,P-23B,4.344016,-72.724239,,P,1.0,Otro,Otro,12.0,510.0,Sí,aisladores,1.0,,Sencilla,,,,Pin,1.0,1.0,1.0,,,,No,,2.0,,,,"/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_100231_4114383585035613112.jpg,,,,,,",JPEG_20250529_100231_4114383585035613112.jpg,4.34603724,-72.72862941,PONYO-KITARO,P-23B,Kitaro - Ponyo,image105.png,image106.png
5/29/2025 15:54,,ponyo,ponyo-r4,P-24,4.3476984,-72.7335938,,P,1.0,Retención,Triangular,,,Sí,grapas y linepost,1.0,,Doble,,,,Cadenas de aisladores,,,,,,,No,linepost ,2.0,,,,"/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_155945_5750798126436414204.jpg,,,,,,",JPEG_20250529_155945_5750798126436414204.jpg,4.351932995,-72.7478012,R4-PONYO,P-24,Ponyo - R4,image211.png,image212.png
5/29/2025 10:02,,kitaro,kitaro-ponyo,P-24B,4.344016,-72.724239,Estructura en retención con derivación en dos niveles de crucetas y 2 dps en fases de los extremos ,P,1.0,Retención,Otro,12.0,1050.0,Sí,grapas,,,Doble,,1.0,1.0,Cadenas de aisladores,,,,1.0,0.0,1.0,No,2 dps y linepost ,2.0,,,,"/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_100912_1463826280761664219.jpg,,,,,,",JPEG_20250529_100912_1463826280761664219.jpg,4.34630844,-72.72925725,PONYO-KITARO,P-24B,Kitaro - Ponyo,image107.png,image108.png
5/29/2025 15:51,,ponyo,ponyo-r4,P-25,4.3476984,-72.7335938,,P,1.0,Retención,Triangular,,,Sí,grapas y linepost,1.0,,Doble,,2.0,2.0,Aislador,,,,,,,No,linepost ,2.0,,,,"/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_155401_6171628270837626978.jpg,,,,,,",JPEG_20250529_155401_6171628270837626978.jpg,4.35156482,-72.74789054,R4-PONYO,P-25,Ponyo - R4,image209.png,image210.png
5/29/2025 10:10,,kitaro,kitaro-ponyo,P-25B,4.344016,-72.724239,Estructura de retención con 1 dps en la fase de la mitad ,P,1.0,Retención,Otro,14.0,1350.0,Sí,grapas y dps,1.0,,Doble,,1.0,,Cadenas de aisladores,,,,0.0,1.0,0.0,No,linepost ,2.0,,,,"/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_101500_1693593977334683380.jpg,,,,,,",JPEG_20250529_101500_1693593977334683380.jpg,4.346433984,-72.7293213,PONYO-KITARO,P-25B,Kitaro - Ponyo,image109.png,image110.png
5/29/2025 15:48,,ponyo,ponyo-r4,P-26,4.3476984,-72.7335938,,P,1.0,Retención,Triangular,,,Sí,grapas y linepost,1.0,,Doble,,2.0,2.0,Cadenas de aisladores,,,,,,,No,linepost ,2.0,,,,"/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_155112_4668518951599019856.jpg,,,,,,",JPEG_20250529_155112_4668518951599019856.jpg,4.350991572,-72.74800993,R4-PONYO,P-26,Ponyo - R4,image207.png,image208.png
5/29/2025 10:15,,ponyo,kitaro-ponyo,P-26B,4.344016,-72.724239,,P,1.0,Otro,Otro,14.0,1050.0,Sí,aisladores,1.0,,Sencilla,,,,Pin,1.0,1.0,1.0,,,,No,,2.0,,,,"/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_101704_6087013665900711442.jpg,,,,,,",JPEG_20250529_101704_6087013665900711442.jpg,4.346814592,-72.72950307,PONYO-KITARO,P-26B,Kitaro - Ponyo,image111.png,image112.png
5/29/2025 15:42,,ponyo,ponyo-r4,P-27,,,,P,1.0,Retención,Triangular,,,Sí,"grapas, linepost y dps",1.0,,Doble,,3.0,3.0,Cadenas de aisladores,,,,1.0,1.0,1.0,No,linepost y dps ,2.0,,,,"/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_154511_1319810840231117559.jpg,,,,,",JPEG_20250529_154511_1319810840231117559.jpg,4.350361451,-72.74798394,R4-PONYO,P-27,Ponyo - R4,image205.png,image206.png
5/29/2025 10:17,,ponyo,kitaro-ponyo,P-27B,4.344016,-72.724239,,P,1.0,Otro,Otro,14.0,,Sí,aisladores,1.0,,Sencilla,,,,Pin,1.0,1.0,1.0,,,,No,,2.0,,,,"/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_102106_440500365156357914.jpg,,,,,,",JPEG_20250529_102106_440500365156357914.jpg,4.347203027,-72.72968937,PONYO-KITARO,P-27B,Kitaro - Ponyo,image113.png,image114.png
5/29/2025 15:38,,ponyo,ponyo-r4,P-28,,,,P,1.0,Retención,Triangular,,,Sí,linepost,1.0,,Sencilla,,1.0,1.0,Cadenas de aisladores,,,,,,,No,linepost ,2.0,,,,"/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_154150_3324731206207674406.jpg,,,,,,",JPEG_20250529_154150_3324731206207674406.jpg,4.349508622,-72.74813314,R4-PONYO,P-28,Ponyo - R4,image203.png,image204.png
5/29/2025 10:21,,ponyo,kitaro-ponyo,P-28B,4.344016,-72.724239,,P,1.0,Retención,Otro,14.0,1350.0,Sí,grapas,1.0,,Doble,,2.0,2.0,Cadenas de aisladores,,,,,,,No,linepost ,2.0,,,,"/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_102604_7536012972668764454.jpg,,,,,,",JPEG_20250529_102604_7536012972668764454.jpg,4.347598307,-72.72987936,PONYO-KITARO,P-28B,Kitaro - Ponyo,image115.png,image116.png
5/28/2025 15:46,,akira,akira-akiranoreste,P-28C,4.3479548,-72.7127466,28c y 29c juntos ,P,1.0,Retención,Canadiense,14.0,,Sí,grapas,1.0,1,Doble,,1.0,,Aislador,,,,,,,No,,2.0,,,,"/storage/emulated/0/Download/RegistrosExportados/JPEG_20250528_154717_2235362641970941477.jpg,,,,,,",JPEG_20250528_154717_2235362641970941477.jpg,4.3479548,-72.7127466,,,,,
5/29/2025 15:32,,ponyo,ponyo-r4,P-29,,,Retención ,P,1.0,Retención,Triangular,,,Sí,grapas y linepost,1.0,,Doble,,3.0,3.0,Cadenas de aisladores,,,,,,,No,linepost ,2.0,,,,"/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_153801_92186076063431248.jpg,,,,,,",JPEG_20250529_153801_92186076063431248.jpg,4.348660262,-72.7483031,R4-PONYO,P-29,Ponyo - R4,image201.png,image202.png
5/29/2025 10:26,,ponyo,kitaro-ponyo,P-29B,4.344016,-72.724239,,P,1.0,Retención,Otro,14.0,1350.0,Sí,grapas,1.0,,Doble,,2.0,2.0,Cadenas de aisladores,,,,1.0,0.0,1.0,No,linepost ,2.0,,,,"/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_102857_1654399956892168836.jpg,,,,,,",JPEG_20250529_102857_1654399956892168836.jpg,4.347841913,-72.73003204,PONYO-KITARO,P-29B,Kitaro - Ponyo,image117.png,image118.png
5/28/2025 15:38,Akira ,akira,akira-akiranoreste,P-29C,4.3479548,-72.7127466,"postes 28c y 29c juntos en retención canadiense, 29c con dps",P,1.0,Retención,Canadiense,14.0,,Sí,grapas,1.0,1,Doble,,1.0,,Aislador,,,,1.0,1.0,1.0,No,dps,2.0,,,,"/storage/emulated/0/Download/RegistrosExportados/JPEG_20250528_154122_7819524402808437999.jpg,,,,,",JPEG_20250528_154122_7819524402808437999.jpg,4.3479548,-72.7127466,,,,,
5/29/2025 15:26,,ponyo,ponyo-r4,P-30,4.3476984,-72.7335938,"Estructura en retención con derivación para cambio de ángulo, cadenas de aisladores externas de 6 discos ",P,1.0,Retención,Otro,16.0,1350.0,Sí,grapas,,1,Doble,,2.0,2.0,Cadenas de aisladores,,,,,,,No,linepost ,2.0,,,,"/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_153231_3145544223420824724.jpg,,,,,",JPEG_20250529_153231_3145544223420824724.jpg,4.348318892,-72.74857289,R4-PONYO,P-30,Ponyo - R4,image199.png,image200.png
5/29/2025 10:29,,ponyo,kitaro-ponyo,P-30B,4.344016,-72.724239,,P,1.0,Otro,Otro,14.0,1050.0,Sí,aisladores,1.0,,Sencilla,,,,Pin,1.0,1.0,1.0,0.0,1.0,0.0,No,1dps,2.0,,,,"/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_103238_1349948407643088194.jpg,,,,,,",JPEG_20250529_103238_1349948407643088194.jpg,4.348047563,-72.73032554,PONYO-KITARO,P-30B,Kitaro - Ponyo,image119.png,image120.png
